"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
1185,1,5,5,245,1,1,1,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",106,"Literal","non","high","low","Appropriate","Usual"
2475,0,5,1,34,1,1,1,"23","HUHA_non-engineering","The echo trembled through the cave.",106,"Metaphorical","non","high","high","Appropriate","Usual"
503,1,5,5,442,1,1,1,"59","LUHA_engineering","The metals were fused into a weld.",106,"Literal","eng","high","low","Appropriate","Usual"
1438,1,5,5,193,1,1,1,"70","LUHA_non-engineering","The earthquake devastated the city.",106,"Literal","non","high","low","Appropriate","Usual"
1319,0,5,1,282,1,5,5,"31","HULA_engineering","The technician folded the plane's wing.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
852,1,5,5,96,1,1,1,"56","LUHA_engineering","The air system supplied the house with good ventilation.",106,"Literal","eng","high","low","Appropriate","Usual"
1024,0,5,1,59,1,5,5,"40","HULA_non-engineering","The clouds trained over the city.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1355,0,5,1,64,1,5,5,"29","HULA_engineering","The new construction was chopped by the cover.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
5732,0,5,1,225,0,5,1,"9","HUHA_engineering","The fabric was zipped by glue.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
6356,0,5,1,159,0,5,1,"14","HUHA_non-engineering","The researcher born a theory.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
563,0,5,1,444,1,5,5,"36","HULA_engineering","The rust gardened the metal.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
736,0,5,1,32,1,5,5,"37","HULA_engineering","The screw flapped toward the spring.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1698,0,5,1,363,0,5,1,"5","HUHA_engineering","The bus was stimulated by electricity.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
673,0,5,1,103,1,5,5,"35","HULA_engineering","The knives exhaled in their holder.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
786,1,1,1,8418,0,5,1,"6","HUHA_engineering","The oil ferried from the pump.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
642,0,5,1,55,0,5,1,"12","HUHA_engineering","The workers helped to awake the structure.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
521,0,5,1,42,0,5,1,"10","HUHA_engineering","The nails were abused by the hammer.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
855,1,5,5,37,1,1,1,"58","LUHA_engineering","The plants are affected by temperature.",106,"Literal","eng","high","low","Appropriate","Usual"
1930,1,5,5,26,1,1,1,"67","LUHA_non-engineering","The cloud cover darkened the country.",106,"Literal","non","high","low","Appropriate","Usual"
4393,0,5,1,490,1,5,5,"48","HULA_non-engineering","The stars served over the desert.",106,"Anomalous","non","low","high","Inappropriate","Usual"
896,1,5,5,456,1,1,1,"66","LUHA_non-engineering","The garden froze in the winter.",106,"Literal","non","high","low","Appropriate","Usual"
2456,1,5,5,161,1,1,1,"52","LUHA_engineering","The paper clip stuck to the magnet.",106,"Literal","eng","high","low","Appropriate","Usual"
3718,0,5,1,115,1,1,1,"2","HUHA_engineering","The car was interrupted by the brakes' force.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
3075,0,5,1,67,1,1,1,"8","HUHA_engineering","The trains charged with great velocity.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1517,0,5,1,100,1,1,1,"24","HUHA_non-engineering","The morning dew slept on the meadow.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1323,1,5,5,98,1,1,1,"63","LUHA_engineering","The soil was flattened by the roller.",106,"Literal","eng","high","low","Appropriate","Usual"
4088,1,1,1,772,0,5,1,"3","HUHA_engineering","The shadows were slayed by light.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
485,1,1,1,466,0,5,1,"18","HUHA_non-engineering","The surfer quarreled with the waves.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
3122,1,5,5,60,1,1,1,"61","LUHA_engineering","The intense heat melted the plastic.",106,"Literal","eng","high","low","Appropriate","Usual"
2781,1,1,1,223,1,5,5,"46","HULA_non-engineering","The ivy glazed the tree.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
5563,1,1,1,913,0,5,1,"7","HUHA_engineering","The weather handicapped available transportation.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
3653,1,5,5,200,1,1,1,"54","LUHA_engineering","The wind pushed the wheel.",106,"Literal","eng","high","low","Appropriate","Usual"
5240,1,1,1,437,0,5,1,"20","HUHA_non-engineering","The foilage staggered from the trees",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
2512,1,5,5,608,1,1,1,"57","LUHA_engineering","The ice slowed the river's flow.",106,"Literal","eng","high","low","Appropriate","Usual"
3155,1,5,5,130,1,1,1,"69","LUHA_non-engineering","The heat dried the ground.",106,"Literal","non","high","low","Appropriate","Usual"
792,1,1,1,620,1,5,5,"51","HULA_non-engineering","The laughter graduated through the windows.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
5080,1,5,5,2229,0,5,1,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",106,"Literal","eng","high","low","Inappropriate","Usual"
5741,0,5,1,423,0,5,1,"25","HUHA_non-engineering","The musician teased the violin.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
689,0,5,1,60,1,5,5,"32","HULA_engineering","The electricity was dared by the resistor.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1242,0,5,1,94,0,5,1,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
3478,1,1,1,131,0,5,1,"19","HUHA_non-engineering","The sun hammered on the earth.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
410,0,5,1,270,1,1,1,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1194,0,5,1,112,0,5,1,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
2792,0,5,1,2557,1,5,5,"27","HULA_engineering","The wind has eaten the turbine.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
589,0,5,1,51,1,5,5,"39","HULA_engineering","The computers are lifted through a network.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
777,1,1,1,1128,0,5,1,"22","HUHA_non-engineering","The brook scurried through the forest.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
2212,0,5,1,476,1,5,5,"41","HULA_non-engineering","The shooting stars returned the sky.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1768,0,5,1,88,1,1,1,"16","HUHA_non-engineering","The rain kissed her lips.",106,"Metaphorical","non","high","high","Appropriate","Usual"
3489,1,5,5,88,1,1,1,"64","LUHA_non-engineering","The water soaked the swimmer.",106,"Literal","non","high","low","Appropriate","Usual"
2293,0,5,1,80,1,1,1,"17","HUHA_non-engineering","The fruits crowned the cake.",106,"Metaphorical","non","high","high","Appropriate","Usual"
559,1,1,1,240,1,5,5,"38","HULA_engineering","The car gutted all of the gas.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
2729,1,5,5,69,1,1,1,"76","LUHA_non-engineering","The sun shone behind the clouds.",106,"Literal","non","high","low","Appropriate","Usual"
1885,0,5,1,491,1,5,5,"49","HULA_non-engineering","The waves excused the beach.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1072,0,5,1,66,1,5,5,"42","HULA_non-engineering","The bee potted the flower.",106,"Anomalous","non","low","high","Inappropriate","Usual"
428,1,5,5,2,1,1,1,"55","LUHA_engineering","The speakers produced sound.",106,"Literal","eng","high","low","Appropriate","Usual"
1327,1,1,1,898,0,1,5,"30","HULA_engineering","The dam spooked the water.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
420,1,5,5,25,1,1,1,"72","LUHA_non-engineering","The dream pointed the direction.",106,"Literal","non","high","low","Appropriate","Usual"
4297,0,5,1,303,0,5,1,"21","HUHA_non-engineering","The gravity pressured the moon.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
1535,0,5,1,475,1,1,1,"4","HUHA_engineering","The rocks hopped into the hole.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1170,1,1,1,125,0,1,5,"34","HULA_engineering","The dough goofed around in the mixer.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
4854,1,5,5,150,1,1,1,"71","LUHA_non-engineering","The sun evaporated the dew.",106,"Literal","non","high","low","Appropriate","Usual"
2000,0,5,1,61,1,1,1,"15","HUHA_non-engineering","The woman dripped words into his ear.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1043,0,5,1,88,1,5,5,"43","HULA_non-engineering","The melody enrolled through the air.",106,"Anomalous","non","low","high","Inappropriate","Usual"
2277,0,5,1,1523,0,1,5,"28","HULA_engineering","The metal was parented by the brush.",106,"Anomalous","eng","low","high","Appropriate","Usual"
1050,1,5,5,58,1,1,1,"74","LUHA_non-engineering","The song echoed in her ear.",106,"Literal","non","high","low","Appropriate","Usual"
981,0,5,1,29,1,1,1,"26","HUHA_non-engineering","The feeling sank over time.",106,"Metaphorical","non","high","high","Appropriate","Usual"
785,1,5,5,28,1,1,1,"60","LUHA_engineering","The light caused the stone to change color.",106,"Literal","eng","high","low","Appropriate","Usual"
3337,1,5,5,79,1,1,1,"73","LUHA_non-engineering","The siren howled over the city.",106,"Literal","non","high","low","Appropriate","Usual"
1511,1,1,1,110,1,5,5,"44","HULA_non-engineering","The worm snored through the apple.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
1729,1,5,5,45,1,1,1,"65","LUHA_non-engineering","The moon brightened the world.",106,"Literal","non","high","low","Appropriate","Usual"
408,0,1,5,201,0,5,1,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",106,"Literal","eng","high","low","Inappropriate","Unusual"
2312,1,1,1,181,1,5,5,"33","HULA_engineering","The pipe was inquired with a seal.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
1571,1,5,5,61,1,1,1,"68","LUHA_non-engineering","The storm blew away the dune.",106,"Literal","non","high","low","Appropriate","Usual"
688,0,5,1,396,1,5,5,"45","HULA_non-engineering","The flag showered in the wind.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1129,0,5,1,62,0,1,5,"50","HULA_non-engineering","The snow rubbed the ground.",106,"Anomalous","non","low","high","Appropriate","Usual"
17560,0,5,1,5517,0,1,5,"183","HULA_engineering","The ice perfected the river's flow.",112,"Anomalous","eng","low","high","Appropriate","Usual"
6050,1,1,1,878,1,1,1,"153","HUHA_engineering","The wind has tickled the turbine.",112,"Metaphorical","eng","high","high","Appropriate","Unusual"
5710,0,5,1,3267,1,1,1,"158","HUHA_engineering","The electricity was strangled by the resistor.",112,"Metaphorical","eng","high","high","Appropriate","Usual"
1734,1,5,5,931,1,1,1,"205","LUHA_engineering","The shadows were engulfed by light.",112,"Literal","eng","high","low","Appropriate","Usual"
2335,1,5,5,2417,1,1,1,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",112,"Literal","eng","high","low","Appropriate","Usual"
8051,0,1,5,633,1,1,1,"224","LUHA_non-engineering","The brook wound through the forest.",112,"Literal","non","high","low","Appropriate","Unusual"
2492,1,5,5,1266,1,1,1,"218","LUHA_non-engineering","The rain wetted her lips.",112,"Literal","non","high","low","Appropriate","Usual"
6902,1,1,1,1308,1,5,5,"196","HULA_non-engineering","The earthquake defrosted the city.",112,"Anomalous","non","low","high","Inappropriate","Unusual"
6233,1,1,1,5288,1,1,1,"172","HUHA_non-engineering","The ivy stifled the tree.",112,"Metaphorical","non","high","high","Appropriate","Unusual"
4912,1,1,1,517,0,1,5,"180","HULA_engineering","The wind measured the wheel.",112,"Anomalous","eng","low","high","Appropriate","Unusual"
3475,0,5,1,806,1,1,1,"166","HUHA_non-engineering","The clouds wandered over the city.",112,"Metaphorical","non","high","high","Appropriate","Usual"
1353,0,5,1,899,1,1,1,"162","HUHA_engineering","The rust infected the metal.",112,"Metaphorical","eng","high","high","Appropriate","Usual"
3025,0,5,1,27,0,5,1,"167","HUHA_non-engineering","The shooting stars pierced the sky.",112,"Metaphorical","non","high","high","Inappropriate","Usual"
1685,1,1,1,1035,1,5,5,"191","HULA_non-engineering","The moon received the world.",112,"Anomalous","non","low","high","Inappropriate","Unusual"
3428,0,5,1,2,0,5,1,"175","HUHA_non-engineering","The waves drowned the beach.",112,"Metaphorical","non","high","high","Inappropriate","Usual"
3764,1,1,1,552,0,1,5,"190","HULA_non-engineering","The water canceled the swimmer.",112,"Anomalous","non","low","high","Appropriate","Unusual"
2317,1,1,1,387,0,1,5,"202","HULA_non-engineering","The sun crocheted behind the clouds.",112,"Anomalous","non","low","high","Appropriate","Unusual"
2485,1,1,1,820,1,5,5,"192","HULA_non-engineering","The garden condensed in the winter.",112,"Anomalous","non","low","high","Inappropriate","Unusual"
1775,1,1,1,957,1,5,5,"182","HULA_engineering","The air system threatened the house with good ventilation.",112,"Anomalous","eng","low","high","Inappropriate","Unusual"
2514,1,5,5,1184,1,1,1,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",112,"Literal","eng","high","low","Appropriate","Usual"
13910,1,1,1,789,1,5,5,"200","HULA_non-engineering","The song rowed in her ear.",112,"Anomalous","non","low","high","Inappropriate","Unusual"
1885,1,1,1,735,0,5,1,"161","HUHA_engineering","The knives lounged in their holder.",112,"Metaphorical","eng","high","high","Inappropriate","Unusual"
9117,0,5,1,1263,0,1,5,"194","HULA_non-engineering","The storm ridiculed the dune.",112,"Anomalous","non","low","high","Appropriate","Usual"
3096,1,5,5,1354,1,1,1,"214","LUHA_engineering","The workers helped to build the structure.",112,"Literal","eng","high","low","Appropriate","Usual"
2229,1,1,1,3013,1,5,5,"181","HULA_engineering","The speakers fooled sound.",112,"Anomalous","eng","low","high","Inappropriate","Unusual"
8421,1,5,5,1764,1,1,1,"226","LUHA_non-engineering","The morning dew laid on the meadow.",112,"Literal","non","high","low","Appropriate","Usual"
2330,1,5,5,774,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",112,"Literal","non","high","low","Appropriate","Usual"
4335,1,1,1,942,1,5,5,"178","HULA_engineering","The paper clip referred to the magnet.",112,"Anomalous","eng","low","high","Inappropriate","Unusual"
1356,1,1,1,489,1,5,5,"187","HULA_engineering","The intense heat threaded the plastic.",112,"Anomalous","eng","low","high","Inappropriate","Unusual"
6600,1,1,1,510,1,1,1,"164","HUHA_engineering","The car spent all of the gas.",112,"Metaphorical","eng","high","high","Appropriate","Unusual"
1307,1,1,1,331,0,1,5,"186","HULA_engineering","The light satisfied the stone to change color.",112,"Anomalous","eng","low","high","Appropriate","Unusual"
1598,1,5,5,557,1,1,1,"206","LUHA_engineering","The rocks fell into the hole.",112,"Literal","eng","high","low","Appropriate","Usual"
3491,0,5,1,944,0,1,5,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",112,"Anomalous","eng","low","high","Appropriate","Usual"
1022,1,5,5,426,1,1,1,"204","LUHA_engineering","The car was halted by the brakes' force.",112,"Literal","eng","high","low","Appropriate","Usual"
1914,1,1,1,574,1,1,1,"165","HUHA_engineering","The computers are chattering through a network.",112,"Metaphorical","eng","high","high","Appropriate","Unusual"
1827,1,1,1,618,1,5,5,"193","HULA_non-engineering","The cloud cover roasted the country.",112,"Anomalous","non","low","high","Inappropriate","Unusual"
